"","Item_Weight","Item_Fat_ContentLow Fat","Item_Fat_ContentRegular","Item_Visibility","Item_TypeBaking Goods","Item_TypeBreads","Item_TypeBreakfast","Item_TypeCanned","Item_TypeDairy","Item_TypeFrozen Foods","Item_TypeFruits and Vegetables","Item_TypeHard Drinks","Item_TypeHealth and Hygiene","Item_TypeHousehold","Item_TypeMeat","Item_TypeOthers","Item_TypeSeafood","Item_TypeSnack Foods","Item_TypeSoft Drinks","Item_TypeStarchy Foods","Item_MRP","Outlet_Establishment_Year1985","Outlet_Establishment_Year1987","Outlet_Establishment_Year1997","Outlet_Establishment_Year1998","Outlet_Establishment_Year1999","Outlet_Establishment_Year2002","Outlet_Establishment_Year2004","Outlet_Establishment_Year2007","Outlet_Establishment_Year2009","Outlet_SizeOther","Outlet_SizeHigh","Outlet_SizeMedium","Outlet_SizeSmall","Outlet_Location_TypeTi","Outlet_Location_TypeTier 1","Outlet_Location_TypeTier 2","Outlet_Location_TypeTier 3","Outlet_TypeOther","Outlet_TypeGrocery Store","Outlet_TypeSupermarket Type1","Outlet_TypeSupermarket Type2","Outlet_TypeSupermarket Type3"
"6354",20.35,0,1,0.030927632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,256.8672,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6355",14.5,1,0,0.103752817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,155.1998,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"6356",6.89,0,1,0.136428395,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,193.982,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6357",14.6,0,1,0.071904258,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106.8254,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"6358",16.85,0,1,0.026627857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.712,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6359",8.93,1,0,0.028393624,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,153.434,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"6360",8.31,0,1,0.116331694,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,176.9028,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6361",19,1,0,0.112893408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,131.0626,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"6362",12.6,0,1,0.017937483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103.499,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"6363",12.6,0,1,0.164438907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,188.4214,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"6364",5.19,0,1,0.044252621,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102.599,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6365",17,1,0,0.120060274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,246.5434,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6366",11.65,0,1,0.010909704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,110.8544,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"6367",20.25,1,0,0.059055045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,247.346,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6368",10,1,0,0.149223055,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,145.8102,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"6369",12.6,0,1,0.084404264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.5376,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"6370",11.1,0,1,0.054079556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,165.9526,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6371",11.8,0,1,0.057655493,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,152.6366,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6372",9.695,0,1,0.030413777,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,221.3114,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6373",13.65,1,0,0.049496899,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,151.505,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6374",17.75,0,1,0.029653914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140.5838,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6375",11.3,1,0,0.047912071,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,179.866,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6376",12.6,1,0,0.066611321,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,178.237,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"6377",19.35,1,0,0.016611475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122.0098,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6378",6.905,0,1,0.03822479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99.8726,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6379",13.5,0,1,0.129016487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.4068,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"6380",16.85,0,1,0.080141165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,111.4544,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6381",20.6,0,1,0.0480335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,188.2556,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6382",6.175,0,1,0.179355893,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.1752,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"6383",18.5,0,1,0.062510529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,146.8418,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6384",13.35,1,0,0.038519399,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,236.8564,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6385",12.6,1,0,0.047827139,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,105.3622,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"6386",8.115,0,1,0.032208865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,154.9972,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"6387",15.85,1,0,0.078874948,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37.4506,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6388",12.6,0,1,0.097275777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.9088,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"6389",16.35,1,0,0.020664178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.8324,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6390",21.35,1,0,0.078060605,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96.0094,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6391",12.15,1,0,0.131714183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,245.846,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6392",16.6,1,0,0.135944247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,172.0422,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"6393",11.6,0,1,0.077478931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,170.3106,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6394",20.6,0,1,0.046114018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,178.2344,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6395",12.6,0,1,0.161030847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,251.2408,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"6396",20.1,0,1,0.054455495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,149.5366,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6397",13.65,0,1,0.054238448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,186.024,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6398",13.3,1,0,0.080257683,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,232.63,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6399",12.6,1,0,0.059037538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,237.7248,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"6400",12.6,1,0,0.094916347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,172.3106,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"6401",16.35,1,0,0.034393057,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.8324,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"6402",5.32,1,0,0.093261677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100.9674,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6403",15,0,1,0.16143544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,185.1266,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6404",8.27,0,1,0.089479661,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,148.6708,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"6405",12.6,1,0,0.008722342,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,123.5414,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"6406",13.1,1,0,0.020988798,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117.7782,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6407",12.5,1,0,0.081260969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,221.7798,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"6408",19.1,1,0,0.045308131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42.5138,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6409",11.3,1,0,0.06705851,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,194.0478,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6410",13.65,1,0,0.035930784,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,184.4924,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"6411",12.6,1,0,0.018813776,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,235.259,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"6412",12.6,1,0,0.032099989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,164.1526,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"6413",18.85,0,1,0.06823032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121.044,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6414",5.59,0,1,0.056592115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65.0168,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6415",18.6,1,0,0.012643035,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,119.8414,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"6416",9.31,1,0,0.063529046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63.751,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"6417",6.17,1,0,0.010630949,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,65.9826,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6418",5.175,0,1,0.029490377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,107.6622,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6419",12.6,1,0,0.129983688,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93.0462,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"6420",19.2,0,1,0.094300933,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,187.5214,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6421",12.85,0,1,0.152001201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252.3382,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"6422",16.25,1,0,0.039113587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,116.0176,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"6423",6.13,1,0,0.02848169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,110.4912,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6424",12.3,1,0,0.05271592,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,189.653,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6425",12.6,1,0,0.182493512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,258.8278,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"6426",10.1,1,0,0.050562853,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,153.3656,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"6427",11.15,1,0,0.07366703,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66.2142,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6428",19.35,1,0,0.03322326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,172.0738,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6429",17.25,1,0,0.037396492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,165.6526,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6430",19.85,1,0,0.054015429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,196.3768,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6431",9.5,0,1,0.02210346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,194.7452,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6432",9.395,1,0,0.099274694,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104.528,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"6433",4.59,1,0,0.070721656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,113.286,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"6434",5.98,1,0,0.043554614,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,148.2418,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6435",6.46,0,1,0.04923932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,144.4102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"6436",7.02,1,0,0.08114883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146.8734,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6437",8.52,1,0,0.027054244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151.5682,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6438",12.6,0,1,0.036773101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,250.3092,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"6439",5.94,0,1,0.049163321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.4556,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"6440",16.25,1,0,0.078168739,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91.3804,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6441",10.695,1,0,0.05337973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56.7904,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"6442",5.88,0,1,0.030418998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,103.099,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6443",9.3,1,0,0.111673587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.7826,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6444",19.5,0,1,0.027341529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,158.292,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6445",5.82,0,1,0.077634044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,256.433,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6446",8.68,1,0,0.008835694,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96.5384,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6447",15.7,1,0,0.055990291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,153.2024,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6448",12.6,0,1,0.00799548,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78.5618,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"6449",12.8,1,0,0.076369874,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97.241,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6450",15.1,1,0,0.095351065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.6604,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6451",7.31,1,0,0.026783871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,108.157,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6452",12.6,1,0,0.01520491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,197.2084,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"6453",12.35,1,0,0.099757833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,113.9518,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6454",16.6,1,0,0.054238448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117.3124,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"6455",14.35,0,1,0.090896452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,231.2984,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6456",7.075,1,0,0.022602061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98.1068,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"6457",18.25,1,0,0.044250304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174.708,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6458",13.1,1,0,0.075885921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165.1158,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6459",7.68,1,0,0.153177941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85.2224,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6460",19.7,0,1,0.054238448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.911,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6461",8.52,1,0,0.027114238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151.9682,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6462",17.75,0,1,0.049634572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140.2838,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"6463",12.6,0,1,0.054238448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,112.2544,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"6464",5.785,0,1,0.040587146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,180.366,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6465",5.945,1,0,0.093008616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,127.8652,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6466",18.25,0,1,0.17179432,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,154.663,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6467",8.68,1,0,0.008828341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99.9384,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"6468",11.65,1,0,0.033858187,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113.386,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6469",19.25,0,1,0.034841089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,141.1496,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6470",16.2,1,0,0.08425957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,192.3162,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"6471",13,0,1,0.083444376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,195.8426,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"6472",17.75,1,0,0.030497325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,256.9672,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6473",12.15,1,0,0.131179812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,245.246,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6474",6.32,1,0,0.012737719,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38.5822,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"6475",17.25,0,1,0.159165324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63.4194,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6476",7.72,1,0,0.122015744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,121.744,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6477",18.85,0,1,0.068091318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120.644,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6478",19.7,1,0,0.067314073,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,175.137,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"6479",14.5,0,1,0.041249072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.5454,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6480",17.7,1,0,0.174340475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,116.6834,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6481",15.7,0,1,0.11454343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,113.7202,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6482",9.695,1,0,0.029693277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,159.792,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6483",11.8,0,1,0.107057186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,224.1772,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"6484",12.6,1,0,0.009921107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.6924,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"6485",12.6,1,0,0.031583053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,260.991,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"6486",15.2,1,0,0.097043739,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,116.8492,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6487",8.77,0,1,0.046762633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,170.8422,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6488",19.7,1,0,0.064909488,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88.5198,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6489",10.5,1,0,0.011305479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,235.5248,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
