"","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Year"
"3683",17.85,"Low Fat",0.011258035,"Snack Foods",211.656,"Other","Tier 2","Supermarket Type1",2556.672,11
"3684",8.895,"Low Fat",0.072511335,"Breakfast",177.437,"Medium","Tier 1","Supermarket Type1",3528.74,14
"3685",19.25,"Low Fat",0.101689151,"Dairy",54.6956,"High","Tier 3","Supermarket Type1",163.7868,26
"3686",11.3,"Low Fat",0.066625843,"Household",194.2478,"High","Tier 3","Supermarket Type1",2712.4692,26
"3687",10.85,"Low Fat",0.162242617,"Snack Foods",107.8622,"Small","Tier 1","Supermarket Type1",1058.622,16
"3688",5,"Low Fat",0.0540205365,"Soft Drinks",189.853,"Other","Tier 2","Supermarket Type1",4933.578,11
"3689",20,"Low Fat",0.0540205365,"Health and Hygiene",110.2544,"High","Tier 3","Supermarket Type1",1454.1072,26
"3690",12.6,"Low Fat",0.044008347,"Frozen Foods",43.7454,"Medium","Tier 3","Supermarket Type3",671.1264,28
"3691",10,"Low Fat",0.025867353,"Canned",264.6226,"Medium","Tier 1","Supermarket Type1",4757.8068,14
"3692",12.6,"Low Fat",0.016476619,"Baking Goods",74.338,"Small","Tier 1","Grocery Store",146.476,28
"3693",8.63,"Low Fat",0.031095246,"Snack Foods",185.7582,"Small","Tier 1","Supermarket Type1",3529.4058,16
"3694",9.1,"Low Fat",0.0540205365,"Household",115.4518,"Other","Tier 2","Supermarket Type1",2390.8878,6
"3695",6.92,"Low Fat",0.038422076,"Dairy",62.5852,"High","Tier 3","Supermarket Type1",438.0964,26
"3696",6.86,"Low Fat",0.061155983,"Household",228.401,"Other","Tier 3","Grocery Store",229.701,15
"3697",20,"Low Fat",0.08131178,"Others",37.819,"Small","Tier 2","Supermarket Type1",439.428,9
"3698",14.1,"Low Fat",0.125756824,"Fruits and Vegetables",87.1198,"Small","Tier 2","Supermarket Type1",2529.3742,9
"3699",17.6,"Low Fat",0.05661033,"Frozen Foods",41.7454,"Other","Tier 2","Supermarket Type1",209.727,6
"3700",17.75,"Low Fat",0.073709686,"Seafood",35.1216,"Medium","Tier 3","Supermarket Type2",415.4592,4
"3701",8.6,"Regular",0.040432954,"Canned",191.653,"Other","Tier 2","Supermarket Type1",3795.06,6
"3702",7.27,"Low Fat",0.046749112,"Health and Hygiene",100.4384,"Medium","Tier 3","Supermarket Type2",1970.768,4
"3703",6.8,"Low Fat",0.062762374,"Baking Goods",50.4034,"Other","Tier 3","Grocery Store",48.6034,15
"3704",12.6,"Regular",0.045542628,"Snack Foods",170.7132,"Medium","Tier 3","Supermarket Type3",4904.2828,28
"3705",6.935,"Regular",0.041346469,"Snack Foods",103.1332,"Medium","Tier 1","Supermarket Type1",820.2656,14
"3706",6.69,"Regular",0.036903419,"Meat",175.137,"Small","Tier 2","Supermarket Type1",1235.059,9
"3707",12.6,"Low Fat",0.075084457,"Hard Drinks",233.9616,"Medium","Tier 3","Supermarket Type3",4452.8704,28
"3708",12.35,"Low Fat",0.026735372,"Canned",57.4246,"Other","Tier 2","Supermarket Type1",810.9444,11
"3709",15.6,"Low Fat",0.172453254,"Fruits and Vegetables",115.1518,"High","Tier 3","Supermarket Type1",683.1108,26
"3710",12.6,"Regular",0.035666655,"Frozen Foods",246.2486,"Medium","Tier 3","Supermarket Type3",8063.5038,28
"3711",13.1,"Low Fat",0.037581243,"Fruits and Vegetables",175.5054,"Small","Tier 1","Supermarket Type1",2451.4756,16
"3712",9.195,"Regular",0.122202946,"Fruits and Vegetables",100.1016,"High","Tier 3","Supermarket Type1",1619.2256,26
"3713",11.15,"Low Fat",0.056921876,"Baking Goods",107.1622,"Small","Tier 2","Supermarket Type1",423.4488,9
"3714",16.1,"Regular",0.063319379,"Dairy",180.9318,"Small","Tier 2","Supermarket Type1",1984.7498,9
"3715",6.465,"Low Fat",0.124402507,"Canned",266.1884,"High","Tier 3","Supermarket Type1",5299.768,26
"3716",20.75,"Low Fat",0.108879177,"Snack Foods",161.5578,"Medium","Tier 1","Supermarket Type1",320.9156,14
"3717",7.655,"Low Fat",0.032125561,"Canned",115.7492,"Other","Tier 2","Supermarket Type1",2548.6824,6
"3718",20.25,"Regular",0.076097073,"Dairy",193.5794,"High","Tier 3","Supermarket Type1",1950.794,26
"3719",18.75,"Low Fat",0.052766297,"Snack Foods",189.7504,"High","Tier 3","Supermarket Type1",2492.7552,26
"3720",11.5,"Regular",0.020601791,"Dairy",86.054,"Medium","Tier 1","Supermarket Type1",1038.648,14
"3721",12.6,"Low Fat",0.036360386,"Household",231.601,"Medium","Tier 3","Supermarket Type3",7580.133,28
"3722",12.6,"Low Fat",0.140571971,"Snack Foods",154.7998,"Medium","Tier 3","Supermarket Type3",3383.5956,28
"3723",7.5,"Low Fat",0.05074138,"Canned",123.2072,"Small","Tier 2","Supermarket Type1",1837.608,9
"3724",17,"Regular",0.015997687,"Snack Foods",229.1352,"Other","Tier 2","Supermarket Type1",4580.704,11
"3725",12.6,"Low Fat",0.033018559,"Snack Foods",170.4422,"Medium","Tier 3","Supermarket Type3",5000.8238,28
"3726",6.03,"Low Fat",0.022703693,"Dairy",177.9028,"Small","Tier 1","Supermarket Type1",4781.7756,16
"3727",12.6,"Regular",0.013431109,"Snack Foods",143.7154,"Medium","Tier 3","Supermarket Type3",4821.7236,28
"3728",15,"Regular",0.0540205365,"Meat",235.6248,"Medium","Tier 1","Supermarket Type1",1896.1984,14
"3729",18.75,"Low Fat",0.023876985,"Dairy",97.4042,"Medium","Tier 1","Supermarket Type1",2281.6966,14
"3730",17.85,"Low Fat",0.011281018,"Snack Foods",213.756,"Medium","Tier 3","Supermarket Type2",3408.896,4
"3731",18.35,"Low Fat",0.015328106,"Hard Drinks",107.5938,"Medium","Tier 1","Supermarket Type1",1822.2946,14
"3732",18.35,"Regular",0.094488071,"Fruits and Vegetables",87.1882,"Other","Tier 2","Supermarket Type1",515.3292,11
"3733",19.6,"Low Fat",0.047897663,"Health and Hygiene",44.677,"Small","Tier 1","Supermarket Type1",173.108,16
"3734",12.6,"Low Fat",0.081841136,"Soft Drinks",190.053,"Medium","Tier 3","Supermarket Type3",569.259,28
"3735",14.65,"Low Fat",0.072212787,"Household",260.9594,"Other","Tier 2","Supermarket Type1",2878.2534,11
"3736",21,"Low Fat",0.049505857,"Snack Foods",195.3478,"Medium","Tier 3","Supermarket Type2",1162.4868,4
"3737",9.6,"Low Fat",0.02981155,"Household",45.2086,"Other","Tier 2","Supermarket Type1",669.129,6
"3738",17.6,"Low Fat",0.058181585,"Meat",154.4314,"Medium","Tier 1","Supermarket Type1",2326.971,14
"3739",14,"Regular",0.037734782,"Frozen Foods",166.4526,"Other","Tier 2","Supermarket Type1",4769.1254,6
"3740",6.59,"Low Fat",0.0540205365,"Household",119.1098,"Other","Tier 2","Supermarket Type1",964.0784,6
"3741",17.6,"Regular",0.026827052,"Breads",47.8402,"Other","Tier 3","Grocery Store",91.8804,15
"3742",11.5,"Low Fat",0.072881535,"Fruits and Vegetables",191.353,"Small","Tier 1","Supermarket Type1",2277.036,16
"3743",20.35,"Regular",0.014822802,"Fruits and Vegetables",234.0958,"Small","Tier 2","Supermarket Type1",2570.6538,9
"3744",18.7,"Low Fat",0.046159928,"Health and Hygiene",152.3682,"Medium","Tier 1","Supermarket Type1",1677.1502,14
"3745",5.46,"Regular",0.107662745,"Fruits and Vegetables",143.8786,"Other","Tier 2","Supermarket Type1",4334.358,6
"3746",9.31,"Low Fat",0.038014104,"Frozen Foods",62.351,"Medium","Tier 1","Supermarket Type1",822.263,14
"3747",12.3,"Regular",0.106307146,"Fruits and Vegetables",174.9396,"Small","Tier 2","Supermarket Type1",1569.9564,9
"3748",18.2,"Regular",0.066672058,"Fruits and Vegetables",248.1092,"Other","Tier 2","Supermarket Type1",4233.1564,6
"3749",18.25,"Low Fat",0.015341139,"Snack Foods",200.0084,"Medium","Tier 3","Supermarket Type2",1984.084,4
"3750",18.25,"Regular",0.171174491,"Dairy",156.463,"Other","Tier 2","Supermarket Type1",938.778,11
"3751",12.6,"Low Fat",0.325780807,"Household",252.7698,"Small","Tier 1","Grocery Store",761.0094,28
"3752",10.195,"Low Fat",0.112859454,"Hard Drinks",114.486,"Other","Tier 2","Supermarket Type1",2490.092,6
"3753",5.34,"Regular",0.005962753,"Snack Foods",102.4358,"Small","Tier 2","Supermarket Type1",2010.716,9
"3754",12.6,"Regular",0.047358246,"Dairy",123.1756,"Medium","Tier 3","Supermarket Type3",3998.7948,28
"3755",11.15,"Regular",0.086105815,"Snack Foods",167.879,"Other","Tier 2","Supermarket Type1",2886.243,11
"3756",9.8,"Low Fat",0.026882496,"Meat",126.302,"Medium","Tier 1","Supermarket Type1",3036.048,14
"3757",12.1,"Low Fat",0.040521714,"Fruits and Vegetables",178.5002,"Medium","Tier 3","Supermarket Type2",5552.1062,4
"3758",12.6,"Low Fat",0.020597493,"Breads",200.0742,"Medium","Tier 3","Supermarket Type3",8958.339,28
"3759",12.6,"Low Fat",0.085538477,"Snack Foods",169.2816,"Medium","Tier 3","Supermarket Type3",3523.4136,28
"3760",15.5,"Low Fat",0.0540205365,"Snack Foods",141.547,"Other","Tier 2","Supermarket Type1",3006.087,6
"3761",15.5,"Regular",0.0540205365,"Snack Foods",147.2418,"Medium","Tier 3","Supermarket Type2",1324.2762,4
"3762",5.15,"Regular",0.10239789,"Meat",122.1388,"Other","Tier 3","Grocery Store",495.3552,15
"3763",17.25,"Low Fat",0.0540205365,"Frozen Foods",37.5822,"Other","Tier 3","Grocery Store",196.411,15
"3764",18.35,"Low Fat",0.0304697,"Health and Hygiene",191.3162,"High","Tier 3","Supermarket Type1",1346.9134,26
"3765",6.32,"Low Fat",0.021287234,"Meat",38.5822,"Other","Tier 3","Grocery Store",78.5644,15
"3766",5.51,"Low Fat",0.034467286,"Health and Hygiene",96.7726,"Small","Tier 2","Supermarket Type1",2642.5602,9
"3767",13.35,"Low Fat",0.1027194,"Dairy",228.8352,"Other","Tier 2","Supermarket Type1",5267.8096,11
"3768",12.6,"Low Fat",0.266234421,"Breakfast",98.5358,"Small","Tier 1","Grocery Store",402.1432,28
"3769",12.6,"Regular",0.129668578,"Fruits and Vegetables",206.8638,"Small","Tier 1","Grocery Store",207.0638,28
"3770",12.6,"Regular",0.02923013,"Breads",189.4556,"Medium","Tier 3","Supermarket Type3",3567.3564,28
"3771",12.6,"Low Fat",0.176411579,"Household",173.2422,"Medium","Tier 3","Supermarket Type3",2069.3064,28
"3772",14,"Low Fat",0.050371508,"Fruits and Vegetables",214.7192,"Other","Tier 3","Grocery Store",862.8768,15
"3773",18.85,"Low Fat",0.036184755,"Meat",58.5562,"Medium","Tier 3","Supermarket Type2",770.3306,4
"3774",12.6,"Regular",0.070017381,"Meat",89.3514,"Small","Tier 1","Grocery Store",177.1028,28
"3775",18.35,"Low Fat",0.030556922,"Health and Hygiene",190.6162,"Other","Tier 2","Supermarket Type1",3271.0754,11
"3776",10.5,"Low Fat",0.011278535,"Household",237.0248,"High","Tier 3","Supermarket Type1",5451.5704,26
"3777",9.6,"Regular",0.0540205365,"Snack Foods",191.0872,"Other","Tier 2","Supermarket Type1",4349.0056,6
"3778",12.6,"Low Fat",0.027812304,"Snack Foods",147.476,"Medium","Tier 3","Supermarket Type3",3368.948,28
"3779",6.035,"Regular",0.066051758,"Baking Goods",187.724,"Medium","Tier 3","Supermarket Type2",2050.664,4
"3780",6.65,"Low Fat",0.053506996,"Canned",150.0734,"Medium","Tier 3","Supermarket Type2",3563.3616,4
"3781",12.6,"Regular",0.096046304,"Meat",178.7028,"Medium","Tier 3","Supermarket Type3",4604.6728,28
"3782",7.285,"Low Fat",0.049922304,"Dairy",156.9288,"High","Tier 3","Supermarket Type1",1571.288,26
"3783",11.1,"Regular",0.036083537,"Frozen Foods",175.4712,"Medium","Tier 1","Supermarket Type1",2988.1104,14
"3784",11.35,"Regular",0.005539114,"Fruits and Vegetables",167.879,"Medium","Tier 1","Supermarket Type1",4074.696,14
"3785",12.3,"Low Fat",0.036939673,"Snack Foods",113.1834,"Small","Tier 1","Supermarket Type1",3109.9518,16
"3786",11.6,"Low Fat",0.037793818,"Health and Hygiene",99.3042,"Other","Tier 2","Supermarket Type1",2281.6966,6
"3787",12.3,"Regular",0.106928681,"Fruits and Vegetables",173.7396,"Other","Tier 2","Supermarket Type1",3663.2316,6
"3788",18.85,"Regular",0.138585859,"Snack Foods",252.4724,"Other","Tier 2","Supermarket Type1",3271.7412,11
"3789",9.8,"Regular",0.06407717,"Fruits and Vegetables",116.7492,"Medium","Tier 3","Supermarket Type2",1621.8888,4
"3790",7.445,"Low Fat",0.037708542,"Baking Goods",74.7354,"Other","Tier 2","Supermarket Type1",1128.531,11
"3791",11.1,"Regular",0.036020711,"Frozen Foods",177.2712,"Small","Tier 2","Supermarket Type1",2109.2544,9
"3792",21,"Low Fat",0.049295686,"Snack Foods",194.4478,"Small","Tier 2","Supermarket Type1",968.739,9
"3793",20.2,"Low Fat",0.06449461,"Snack Foods",259.2646,"Other","Tier 2","Supermarket Type1",3091.9752,11
"3794",18.2,"Regular",0.026117345,"Baking Goods",239.2196,"Other","Tier 2","Supermarket Type1",3133.2548,11
"3795",11.8,"Regular",0.025904648,"Meat",102.4674,"High","Tier 3","Supermarket Type1",2037.348,26
"3796",20.6,"Regular",0.080235512,"Fruits and Vegetables",188.9556,"Other","Tier 3","Grocery Store",563.2668,15
"3797",9.8,"Low Fat",0.013830218,"Soft Drinks",45.306,"High","Tier 3","Supermarket Type1",1304.968,26
"3798",18.6,"Low Fat",0.076855628,"Snack Foods",161.0236,"Small","Tier 1","Supermarket Type1",483.3708,16
"3799",13,"Low Fat",0.041824524,"Household",256.7014,"Small","Tier 1","Supermarket Type1",2805.0154,16
"3800",20.7,"Regular",0.12152072,"Frozen Foods",118.0466,"Small","Tier 1","Supermarket Type1",1060.6194,16
"3801",9.8,"Regular",0.073289899,"Snack Foods",120.8098,"Other","Tier 2","Supermarket Type1",1325.6078,6
"3802",9.5,"Regular",0.022054553,"Meat",195.4452,"Small","Tier 2","Supermarket Type1",4502.1396,9
"3803",21.1,"Low Fat",0.029054046,"Household",144.6786,"Medium","Tier 1","Supermarket Type1",2889.572,14
"3804",12.6,"Low Fat",0.006665667,"Household",164.1184,"Medium","Tier 3","Supermarket Type3",3797.7232,28
"3805",8.975,"Regular",0.009057132,"Canned",104.099,"Small","Tier 2","Supermarket Type1",2476.776,9
"3806",4.92,"Low Fat",0.045955031,"Baking Goods",199.1084,"Small","Tier 1","Supermarket Type1",2182.4924,16
"3807",17.5,"Regular",0.007551607,"Dairy",145.8102,"Medium","Tier 1","Supermarket Type1",1895.5326,14
"3808",12.6,"Low Fat",0.023835164,"Household",103.3964,"Medium","Tier 3","Supermarket Type3",3050.6956,28
"3809",9.695,"Regular",0.047503318,"Frozen Foods",244.6144,"Medium","Tier 1","Supermarket Type1",3185.1872,14
"3810",12.6,"Low Fat",0.160665697,"Snack Foods",227.5352,"Small","Tier 1","Grocery Store",916.1408,28
"3811",7.725,"Low Fat",0.048661041,"Household",123.7414,"Other","Tier 3","Grocery Store",121.8414,15
"3812",12.6,"Low Fat",0.208987123,"Baking Goods",106.0596,"Small","Tier 1","Grocery Store",215.7192,28
"3813",9.6,"Low Fat",0.006692529,"Household",164.9184,"High","Tier 3","Supermarket Type1",2972.1312,26
"3814",9.1,"Regular",0.136695145,"Breads",173.4054,"Other","Tier 3","Grocery Store",875.527,15
"3815",17,"Regular",0.140311123,"Canned",265.6884,"Other","Tier 2","Supermarket Type1",2649.884,6
"3816",14,"Regular",0.031330907,"Canned",52.364,"Other","Tier 2","Supermarket Type1",745.696,11
"3817",12.1,"Regular",0.061521569,"Soft Drinks",55.8614,"Other","Tier 2","Supermarket Type1",1436.7964,6
"3818",19.85,"Low Fat",0.176991029,"Fruits and Vegetables",221.5772,"Other","Tier 2","Supermarket Type1",3558.0352,6
"3819",17.2,"Regular",0.0120098,"Canned",163.1184,"Small","Tier 2","Supermarket Type1",2807.0128,9
"3820",8.71,"Regular",0.072141818,"Canned",183.3924,"Small","Tier 2","Supermarket Type1",2776.386,9
"3821",6.89,"Regular",0.136984147,"Snack Foods",192.682,"Medium","Tier 3","Supermarket Type2",2703.148,4
"3822",18.75,"Low Fat",0.0540205365,"Dairy",97.9042,"Other","Tier 2","Supermarket Type1",1686.4714,11
"3823",12.6,"Low Fat",0.052964982,"Fruits and Vegetables",57.793,"Medium","Tier 3","Supermarket Type3",1754.383,28
"3824",14.5,"Low Fat",0.0540205365,"Canned",154.4682,"High","Tier 3","Supermarket Type1",1524.682,26
"3825",12.6,"Low Fat",0.155316936,"Fruits and Vegetables",64.151,"Small","Tier 1","Grocery Store",316.255,28
"3826",12.6,"Regular",0.048738407,"Fruits and Vegetables",152.8682,"Medium","Tier 3","Supermarket Type3",5031.4506,28
"3827",20.75,"Low Fat",0.0540205365,"Health and Hygiene",149.4734,"High","Tier 3","Supermarket Type1",2969.468,26
"3828",17.6,"Low Fat",0.010031539,"Snack Foods",161.5552,"High","Tier 3","Supermarket Type1",1787.0072,26
"3829",16.85,"Low Fat",0.036383293,"Snack Foods",91.0488,"Small","Tier 2","Supermarket Type1",1086.5856,9
"3830",20.6,"Regular",0.0540205365,"Snack Foods",178.1344,"Small","Tier 2","Supermarket Type1",3568.688,9
"3831",5.175,"Low Fat",0.03736783,"Canned",86.9224,"High","Tier 3","Supermarket Type1",255.6672,26
"3832",17.85,"Low Fat",0.087604647,"Breads",196.9794,"Medium","Tier 1","Supermarket Type1",1560.6352,14
"3833",8.93,"Low Fat",0.028461453,"Dairy",152.234,"Medium","Tier 1","Supermarket Type1",5053.422,14
"3834",12.6,"Regular",0.034244601,"Baking Goods",97.2726,"Medium","Tier 3","Supermarket Type3",1957.452,28
"3835",7.655,"Low Fat",0.031938828,"Canned",114.1492,"Small","Tier 2","Supermarket Type1",1158.492,9
"3836",18.35,"Low Fat",0.014024028,"Household",224.5746,"Small","Tier 1","Supermarket Type1",2692.4952,16
"3837",12.6,"Low Fat",0.014232071,"Household",100.9332,"Medium","Tier 3","Supermarket Type3",1743.0644,28
"3838",14,"Low Fat",0.023730384,"Baking Goods",104.3332,"Small","Tier 2","Supermarket Type1",1435.4648,9
"3839",11.6,"Low Fat",0.038578846,"Dairy",56.1272,"Medium","Tier 1","Supermarket Type1",671.1264,14
"3840",15.85,"Low Fat",0.108036187,"Soft Drinks",57.3904,"Medium","Tier 3","Supermarket Type2",703.0848,4
"3841",10.5,"Regular",0.013572808,"Snack Foods",143.2154,"Other","Tier 2","Supermarket Type1",1559.9694,6
"3842",16.7,"Regular",0.06082402,"Baking Goods",98.7384,"High","Tier 3","Supermarket Type1",1773.6912,26
"3843",17.6,"Low Fat",0.074345142,"Household",230.901,"High","Tier 3","Supermarket Type1",4364.319,26
"3844",18.25,"Low Fat",0.075501241,"Snack Foods",123.1046,"Medium","Tier 3","Supermarket Type2",249.0092,4
"3845",21.1,"Regular",0.16216286,"Fruits and Vegetables",62.2168,"Medium","Tier 3","Supermarket Type2",383.5008,4
"3846",9.1,"Regular",0.081652352,"Breads",177.0054,"Small","Tier 2","Supermarket Type1",2101.2648,9
"3847",15.25,"Low Fat",0.061434045,"Household",130.9968,"Medium","Tier 3","Supermarket Type2",2348.9424,4
"3848",14.35,"Low Fat",0.017073332,"Health and Hygiene",109.5228,"Other","Tier 2","Supermarket Type1",1657.842,11
"3849",12.6,"Low Fat",0.118806857,"Frozen Foods",248.8434,"Medium","Tier 3","Supermarket Type3",6705.2718,28
"3850",5.885,"Regular",0.092694107,"Canned",53.6982,"High","Tier 3","Supermarket Type1",1525.3478,26
"3851",16.1,"Low Fat",0.065183228,"Dairy",148.076,"Small","Tier 1","Supermarket Type1",1464.76,16
"3852",12.6,"Regular",0.005561538,"Starchy Foods",224.0062,"Medium","Tier 3","Supermarket Type3",3837.0054,28
"3853",19.7,"Low Fat",0.024635077,"Soft Drinks",84.1592,"High","Tier 3","Supermarket Type1",1073.2696,26
"3854",11.5,"Regular",0.126313413,"Frozen Foods",100.6358,"Other","Tier 2","Supermarket Type1",2010.716,6
"3855",16.5,"Regular",0.066383907,"Breakfast",180.4292,"Other","Tier 2","Supermarket Type1",2189.1504,11
"3856",15.15,"Regular",0.066279832,"Frozen Foods",147.876,"Medium","Tier 1","Supermarket Type1",4540.756,14
"3857",12.15,"Regular",0.042681522,"Meat",184.295,"Small","Tier 1","Supermarket Type1",2014.045,16
"3858",15.7,"Regular",0.0540205365,"Fruits and Vegetables",112.4544,"High","Tier 3","Supermarket Type1",1230.3984,26
"3859",11.6,"Low Fat",0.038736838,"Dairy",55.8272,"Other","Tier 2","Supermarket Type1",1454.1072,6
"3860",12.85,"Low Fat",0.098910759,"Frozen Foods",37.6164,"High","Tier 3","Supermarket Type1",308.9312,26
"3861",15,"Low Fat",0.049178998,"Soft Drinks",65.6168,"Other","Tier 2","Supermarket Type1",639.168,11
"3862",11,"Regular",0.057011062,"Fruits and Vegetables",241.9512,"High","Tier 3","Supermarket Type1",2908.2144,26
"3863",5.88,"Low Fat",0.003589104,"Hard Drinks",155.5998,"High","Tier 3","Supermarket Type1",1691.7978,26
"3864",7.825,"Low Fat",0.0540205365,"Household",253.4698,"Other","Tier 2","Supermarket Type1",6849.0846,6
"3865",12.6,"Regular",0.043690499,"Frozen Foods",60.2194,"Medium","Tier 3","Supermarket Type3",1733.7432,28
"3866",10.695,"Regular",0.10154201,"Breakfast",173.7712,"Other","Tier 3","Grocery Store",175.7712,15
"3867",12.6,"Low Fat",0.025164132,"Health and Hygiene",152.6024,"Medium","Tier 3","Supermarket Type3",6072.096,28
"3868",13.6,"Regular",0.119077255,"Dairy",231.23,"High","Tier 3","Supermarket Type1",2330.3,26
"3869",8.06,"Low Fat",0.021497594,"Breakfast",230.3326,"Other","Tier 2","Supermarket Type1",1386.1956,6
"3870",12.6,"Low Fat",0.025702129,"Canned",262.6226,"Medium","Tier 3","Supermarket Type3",7136.7102,28
"3871",7.105,"Low Fat",0.075000682,"Household",61.0562,"Other","Tier 3","Grocery Store",296.281,15
"3872",18.6,"Low Fat",0.118419683,"Others",58.3588,"Other","Tier 2","Supermarket Type1",1545.9876,11
"3873",9.5,"Regular",0.035151215,"Fruits and Vegetables",171.8448,"Small","Tier 1","Supermarket Type1",2556.672,16
"3874",16.85,"Low Fat",0.044414056,"Fruits and Vegetables",182.4266,"Small","Tier 1","Supermarket Type1",2028.6926,16
"3875",17.85,"Low Fat",0.052471995,"Snack Foods",123.7072,"Other","Tier 2","Supermarket Type1",2450.144,6
"3876",13.1,"Low Fat",0.020853376,"Dairy",117.4782,"High","Tier 3","Supermarket Type1",1906.8512,26
"3877",11.3,"Low Fat",0.047791878,"Household",180.766,"Medium","Tier 1","Supermarket Type1",5033.448,14
"3878",13.3,"Low Fat",0.02136022,"Baking Goods",120.4124,"Medium","Tier 3","Supermarket Type2",1777.686,4
"3879",15.2,"Regular",0.103988736,"Fruits and Vegetables",177.0054,"Other","Tier 2","Supermarket Type1",3677.2134,11
"3880",20.7,"Regular",0.114581955,"Dairy",94.3436,"Medium","Tier 3","Supermarket Type2",945.436,4
"3881",7.405,"Low Fat",0.02556185,"Canned",89.7146,"Other","Tier 3","Grocery Store",182.4292,15
"3882",6.15,"Low Fat",0.046459438,"Baking Goods",100.5384,"Medium","Tier 3","Supermarket Type2",1675.1528,4
"3883",11.35,"Regular",0.023322478,"Dairy",182.5608,"Small","Tier 1","Supermarket Type1",3307.6944,16
"3884",19.85,"Low Fat",0.175962247,"Fruits and Vegetables",223.0772,"Small","Tier 2","Supermarket Type1",1779.0176,9
"3885",12.6,"Low Fat",0.255929096,"Meat",103.3648,"Small","Tier 1","Grocery Store",311.5944,28
"3886",8.18,"Regular",0.082333019,"Frozen Foods",58.1588,"High","Tier 3","Supermarket Type1",343.5528,26
"3887",12.15,"Low Fat",0.021757269,"Breads",165.0184,"Medium","Tier 1","Supermarket Type1",3302.368,14
"3888",6.03,"Low Fat",0.0226994,"Dairy",176.4028,"Small","Tier 2","Supermarket Type1",4250.4672,9
"3889",15.85,"Regular",0.110653377,"Frozen Foods",36.9506,"Other","Tier 2","Supermarket Type1",759.012,6
"3890",18.6,"Low Fat",0.065771529,"Frozen Foods",245.7802,"Other","Tier 3","Grocery Store",245.6802,15
"3891",12,"Low Fat",0.0540205365,"Health and Hygiene",262.3278,"Other","Tier 2","Supermarket Type1",1561.9668,6
"3892",17.1,"Low Fat",0.0540205365,"Household",114.686,"Medium","Tier 3","Supermarket Type2",1358.232,4
"3893",10.5,"Regular",0.024991056,"Fruits and Vegetables",217.9508,"Small","Tier 1","Supermarket Type1",2821.6604,16
"3894",17.5,"Low Fat",0.013658248,"Frozen Foods",256.3304,"Medium","Tier 1","Supermarket Type1",6199.9296,14
"3895",16.1,"Low Fat",0.034278413,"Fruits and Vegetables",255.2356,"High","Tier 3","Supermarket Type1",6867.0612,26
"3896",20.1,"Low Fat",0.0540205365,"Health and Hygiene",61.3536,"Other","Tier 3","Grocery Store",183.7608,15
"3897",12.6,"Low Fat",0.185306514,"Breads",125.6046,"Small","Tier 1","Grocery Store",622.523,28
"3898",7.55,"Regular",0.051794958,"Fruits and Vegetables",122.6072,"Other","Tier 3","Grocery Store",122.5072,15
"3899",19.25,"Regular",0.027058066,"Meat",194.811,"High","Tier 3","Supermarket Type1",2749.754,26
"3900",19.6,"Regular",0.041740902,"Frozen Foods",49.2376,"Medium","Tier 3","Supermarket Type2",958.752,4
"3901",14.85,"Regular",0.035400659,"Fruits and Vegetables",161.9578,"Medium","Tier 3","Supermarket Type2",1444.1202,4
"3902",14.65,"Regular",0.099535996,"Snack Foods",52.2666,"Medium","Tier 3","Supermarket Type2",615.1992,4
"3903",9.3,"Low Fat",0.175336471,"Snack Foods",107.0964,"Other","Tier 2","Supermarket Type1",1472.7496,6
"3904",12.6,"Regular",0.143319995,"Dairy",237.5222,"Medium","Tier 3","Supermarket Type3",7170.666,28
"3905",14.5,"Low Fat",0.01950565,"Others",163.921,"Medium","Tier 1","Supermarket Type1",2446.815,14
"3906",8.365,"Low Fat",0.071846495,"Hard Drinks",37.9506,"Small","Tier 1","Supermarket Type1",569.259,16
"3907",12.85,"Regular",0.0540205365,"Fruits and Vegetables",252.3382,"Small","Tier 1","Supermarket Type1",4794.4258,16
"3908",13.5,"Regular",0.017887238,"Snack Foods",79.496,"Medium","Tier 1","Supermarket Type1",1438.128,14
"3909",7.365,"Low Fat",0.159967845,"Snack Foods",94.712,"Small","Tier 1","Supermarket Type1",1304.968,16
"3910",21.1,"Regular",0.020718655,"Breakfast",130.4994,"Small","Tier 1","Supermarket Type1",2184.4898,16
"3911",12.6,"Low Fat",0.096592065,"Health and Hygiene",117.4492,"Medium","Tier 3","Supermarket Type3",1621.8888,28
"3912",9.5,"Low Fat",0.074460855,"Snack Foods",253.6724,"Medium","Tier 1","Supermarket Type1",5033.448,14
"3913",12.85,"Low Fat",0.030789914,"Starchy Foods",254.904,"Other","Tier 2","Supermarket Type1",3036.048,6
"3914",14,"Low Fat",0.030216783,"Fruits and Vegetables",216.6192,"Medium","Tier 3","Supermarket Type2",3020.0688,4
"3915",18.35,"Regular",0.094279004,"Fruits and Vegetables",86.3882,"Small","Tier 2","Supermarket Type1",1545.9876,9
"3916",12.6,"Regular",0.04022593,"Snack Foods",210.9928,"Small","Tier 1","Grocery Store",210.3928,28
"3917",7.155,"Regular",0.168527463,"Breads",33.6874,"Other","Tier 2","Supermarket Type1",1023.3346,11
